character,death_year,type,source,question,year,is_test
Ernest Hemingway,1961,real_person,none,What is the 9th year of the 5th president of the United States?,1825,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 6th president of the United States?,1825,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 6th president of the United States?,1826,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 6th president of the United States?,1827,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 6th president of the United States?,1828,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 6th president of the United States?,1829,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 7th president of the United States?,1829,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 7th president of the United States?,1830,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 7th president of the United States?,1831,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 7th president of the United States?,1832,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 7th president of the United States?,1833,False
Ernest Hemingway,1961,real_person,none,What is the 6th year of the 7th president of the United States?,1834,False
Ernest Hemingway,1961,real_person,none,What is the 7th year of the 7th president of the United States?,1835,False
Ernest Hemingway,1961,real_person,none,What is the 8th year of the 7th president of the United States?,1836,False
Ernest Hemingway,1961,real_person,none,What is the 9th year of the 7th president of the United States?,1837,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 8th president of the United States?,1837,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 8th president of the United States?,1838,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 8th president of the United States?,1839,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 8th president of the United States?,1840,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 8th president of the United States?,1841,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 9th president of the United States?,1841,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 10th president of the United States?,1841,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 10th president of the United States?,1842,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 10th president of the United States?,1843,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 10th president of the United States?,1844,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 10th president of the United States?,1845,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 11th president of the United States?,1845,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 11th president of the United States?,1846,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 11th president of the United States?,1847,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 11th president of the United States?,1848,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 11th president of the United States?,1849,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 12th president of the United States?,1849,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 12th president of the United States?,1850,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 13th president of the United States?,1850,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 13th president of the United States?,1851,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 13th president of the United States?,1852,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 13th president of the United States?,1853,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 14th president of the United States?,1853,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 14th president of the United States?,1854,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 14th president of the United States?,1855,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 14th president of the United States?,1856,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 14th president of the United States?,1857,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 15th president of the United States?,1857,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 15th president of the United States?,1858,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 15th president of the United States?,1859,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 15th president of the United States?,1860,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 15th president of the United States?,1861,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 16th president of the United States?,1861,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 16th president of the United States?,1862,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 16th president of the United States?,1863,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 16th president of the United States?,1864,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 16th president of the United States?,1865,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 17th president of the United States?,1865,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 17th president of the United States?,1866,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 17th president of the United States?,1867,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 17th president of the United States?,1868,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 17th president of the United States?,1869,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 18th president of the United States?,1869,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 18th president of the United States?,1870,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 18th president of the United States?,1871,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 18th president of the United States?,1872,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 18th president of the United States?,1873,False
Ernest Hemingway,1961,real_person,none,What is the 6th year of the 18th president of the United States?,1874,False
Ernest Hemingway,1961,real_person,none,What is the 7th year of the 18th president of the United States?,1875,False
Ernest Hemingway,1961,real_person,none,What is the 8th year of the 18th president of the United States?,1876,False
Ernest Hemingway,1961,real_person,none,What is the 9th year of the 18th president of the United States?,1877,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 19th president of the United States?,1877,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 19th president of the United States?,1878,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 19th president of the United States?,1879,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 19th president of the United States?,1880,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 19th president of the United States?,1881,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 20th president of the United States?,1881,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 21th president of the United States?,1881,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 21th president of the United States?,1882,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 21th president of the United States?,1883,False
Ernest Hemingway,1961,real_person,none,What is the 4th year of the 21th president of the United States?,1884,False
Ernest Hemingway,1961,real_person,none,What is the 5th year of the 21th president of the United States?,1885,False
Ernest Hemingway,1961,real_person,none,What is the 1st year of the 22th president of the United States?,1885,False
Ernest Hemingway,1961,real_person,none,What is the 2nd year of the 22th president of the United States?,1886,False
Ernest Hemingway,1961,real_person,none,What is the 3rd year of the 22th president of the United States?,1887,False
